word	idx	context	definition	domain	hypernym
manhattan	7	P.S . Did you know that a Manhattans is straight booze ? I did n't before I ordered , I had just wanted to seem cool and sophisticated .	A Manhattan is a cocktail made with whiskey, sweet vermouth, and bitters. Commonly used whiskeys include rye (the traditional choice), Canadian whisky (simply called Rye in Canada), bourbon, blended whiskey and Tennessee whiskey. The cocktail is often stirred with ice and strained into a cocktail glass, where it is garnished with a Maraschino cherry with a stem. A Manhattan is also frequently served on the rocks in an Old Fashioned glass (lowball glass).	2	['cocktail']
dengue	26	A very long story made short , after many tests and doctor visits and several more days of declining health , she was eventually diagnosed with Dengue Fever .	An acute febrile disease transmitted by the bite of aedes mosquitoes infected with dengue virus. It is self-limiting and characterized by fever, myalgia, headache, and rash. severe dengue is a more virulent form of dengue.	1	['flavivirus_infection', 'hemorrhagic_fever', 'viral_hemorrhagic_fever', 'arbovirus_infection']
grasshopper	18	Drinks were on the house courtesy of the General Manager . I would highly recommend the cocktail , Grasshopper , a sweet mint flavoured drink . After a few songs by the band , we had a special performance by Nicolekiss on stage .	A grasshopper is a sweet, mint-flavored, after-dinner drink. The name of the drink is derived from its green color, which is provided by the crème de menthe. The drink reputedly originated at Tujague's, a landmark bar in the French Quarter of New Orleans, Louisiana, and gained popularity during the 1950s and 1960s throughout the American South.	2	['cocktail']
object	2	the sole object of her trip was to see her children	a tangible and visible entity; an entity that can cast a shadow	0	['physical_entity']
distress	1	Originally distress was a landlord 's remedy against a tenant for unpaid rents or property damage but now the landlord is given a landlord 's lien	extreme physical pain	0	['pain', 'hurting']
string	16	The purpose of this article is to give you a basic idea on what type of string you ’ re going to want if you ’ re looking for a particular response .	In computer programming, a string is traditionally a sequence of characters, either as a literal constant or as some kind of variable. The latter may allow its elements to be mutated and the length changed, or it may be fixed (after creation). A string is generally considered as a data type and is often implemented as an array data structure of bytes (or words) that stores a sequence of elements, typically characters, using some character encoding. String may also denote more general arrays or other sequence (or list) data types and structures.	3	['primitive_data_type']
sleeper	5	the winner was a true sleeper -- no one expected him to get it	one of the cross braces that support the rails on a railway track	0	['brace', 'bracing']
susurrus	2	a soft susurrus of conversation	the indistinct sound of people whispering	0	['sound']
blind	6	he spent hours reading to the blind	a protective covering that keeps things out or hinders sight	0	['protective_covering', 'protective_cover', 'protection']
dengue	2	So although Dengue Fever is doing the Cambodian 60s pop thing , it 's close enough geographically to Vietnam to kind of make sense in this context ... and either way the song rips .	An acute febrile disease transmitted by the bite of aedes mosquitoes infected with dengue virus. It is self-limiting and characterized by fever, myalgia, headache, and rash. severe dengue is a more virulent form of dengue.	1	['flavivirus_infection', 'hemorrhagic_fever', 'viral_hemorrhagic_fever', 'arbovirus_infection']
heat	7	This furnace puts out 5000 BTUs of heat . That engine is really throwing off some heat . Removal of heat from the liquid caused it to turn into a solid .	utility to warm a building	0	['utility']
daemon	19	Socrates , the father of Greek philosophy , was famous for claiming that he was born with a personal Daemon , who the gods had given to him as a gift .	In multitasking computer operating systems, a daemon is a computer program that runs as a background process, rather than being under the direct control of an interactive user.	3	['computer_program']
property	7	self - confidence is not an endearing property	any area set aside for a particular purpose	0	['geographical_area', 'geographic_area', 'geographical_region', 'geographic_region']
softening	3	refrigeration delayed the softening of the fruit	the process of becoming softer	0	['natural_process', 'natural_action', 'action', 'activity']
manhood	7	He feared the speedy decline of all manhood .	the status of being a man	0	['position', 'post', 'berth', 'office', 'spot', 'billet', 'place', 'situation']
complexion	2	A rugged complexion ; a sunburnt complexion	a combination that results from coupling or interlinking	0	['combination']
americano	33	This was a bit too much for the sweeter American palate , so they would order it on ice with sweet vermouth and club soda . Eventually the drink became known as the Americano . Fast forward 100 years and even an Americano is too bitter for most American palates .	The Americano is an iba official cocktail composed of Campari, sweet vermouth, and for the sparkling version, club soda. The cocktail was first served in creator Gaspare Campari's bar, Caffè Campari, in the 1860s. It was originally known as the "Milano-Torino" because of its ingredients: Campari, the bitter liqueur, is from Milan (Milano) and Punt e Mes, the vermouth, is from Turin (Torino).	2	['cocktail']
security	10	we support the armed services in the name of national security	a formal declaration that documents a fact of relevance to finance and investment; the holder has a right to receive interest or dividends	0	['legal_document', 'legal_instrument', 'official_document', 'instrument']
delirium	3	Who knows what Delirium sees , through her mismatched eyes ?	A disorder characterized by confusion; inattentiveness; disorientation; illusions; hallucinations; agitation; and in some instances autonomic nervous system overactivity. It may result from toxic/metabolic conditions or structural brain lesions. (From Adams et al., Principles of Neurology, 6th ed, pp411-2)	1	['neurocognitive_disorder', 'confusion']
manhattan	61	A number of clubs also provide food to their patrons , but almost always at a price.For those of you who think that there is only one borough in New York City , R & B in Brooklyn Clubs and Bars is a guide that will give you an idea about what is available outside of the `` city '' as Manhattan is called and into New York 's most populous borough .	A Manhattan is a cocktail made with whiskey, sweet vermouth, and bitters. Commonly used whiskeys include rye (the traditional choice), Canadian whisky (simply called Rye in Canada), bourbon, blended whiskey and Tennessee whiskey. The cocktail is often stirred with ice and strained into a cocktail glass, where it is garnished with a Maraschino cherry with a stem. A Manhattan is also frequently served on the rocks in an Old Fashioned glass (lowball glass).	2	['cocktail']
